item_id,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,subject_context_condition,item,condition_id
14_nonword_neutral_context2,nonword,fiped,neutral,he,context2,"after three months of losses, ",1,lawsuit,"after three months of losses, he","after three months of losses, he fiped the",fiped,the,lawsuit,Did,file,"after three months of losses, he fiped the lawsuit",Did he file the lawsuit?,neutral_context2,14,nonword_neutral_context2
14_nonword_subject1_nocontext,nonword,fiped,subject1,the legal team,nocontext,,1,lawsuit,the legal team,the legal team fiped the,fiped,the,lawsuit,Did,file,the legal team fiped the lawsuit,Did the legal team file the lawsuit?,subject1_nocontext,14,nonword_subject1_nocontext
14_nonword_subject2_nocontext,nonword,fiped,subject2,the angry boss,nocontext,,1,lawsuit,the angry boss,the angry boss fiped the,fiped,the,lawsuit,Did,file,the angry boss fiped the lawsuit,Did the angry boss file the lawsuit?,subject2_nocontext,14,nonword_subject2_nocontext
14_random_neutral_nocontext,random,parpassed,neutral,he,nocontext,,1,lawsuit,he,he parpassed the,parpassed,the,lawsuit,Did,file,he parpassed the lawsuit,Did he file the lawsuit?,neutral_nocontext,14,random_neutral_nocontext
14_random_neutral_context1,random,parpassed,neutral,he,context1,"after negotiation failed, ",1,lawsuit,"after negotiation failed, he","after negotiation failed, he parpassed the",parpassed,the,lawsuit,Did,file,"after negotiation failed, he parpassed the lawsuit",Did he file the lawsuit?,neutral_context1,14,random_neutral_context1
14_random_neutral_context2,random,parpassed,neutral,he,context2,"after three months of losses, ",1,lawsuit,"after three months of losses, he","after three months of losses, he parpassed the",parpassed,the,lawsuit,Did,file,"after three months of losses, he parpassed the lawsuit",Did he file the lawsuit?,neutral_context2,14,random_neutral_context2
14_random_subject1_nocontext,random,parpassed,subject1,the legal team,nocontext,,1,lawsuit,the legal team,the legal team parpassed the,parpassed,the,lawsuit,Did,file,the legal team parpassed the lawsuit,Did the legal team file the lawsuit?,subject1_nocontext,14,random_subject1_nocontext
14_random_subject2_nocontext,random,parpassed,subject2,the angry boss,nocontext,,1,lawsuit,the angry boss,the angry boss parpassed the,parpassed,the,lawsuit,Did,file,the angry boss parpassed the lawsuit,Did the angry boss file the lawsuit?,subject2_nocontext,14,random_subject2_nocontext
15_word1_neutral_nocontext,word1,rows,neutral,he,nocontext,,1,boat,he,he rows the,rows,the,boat,Does,row,he rows the boat,Does he row the boat?,neutral_nocontext,15,word1_neutral_nocontext
15_word1_neutral_context1,word1,rows,neutral,he,context1,"on the river, ",1,boat,"on the river, he","on the river, he rows the",rows,the,boat,Does,row,"on the river, he rows the boat",Does he row the boat?,neutral_context1,15,word1_neutral_context1
15_word1_neutral_context2,word1,rows,neutral,he,context2,"in the field, ",1,boat,"in the field, he","in the field, he rows the",rows,the,boat,Does,row,"in the field, he rows the boat",Does he row the boat?,neutral_context2,15,word1_neutral_context2
15_word1_subject1_nocontext,word1,rows,subject1,the ferryman,nocontext,,1,boat,the ferryman,the ferryman rows the,rows,the,boat,Does,row,the ferryman rows the boat,Does the ferryman row the boat?,subject1_nocontext,15,word1_subject1_nocontext
15_word1_subject2_nocontext,word1,rows,subject2,the farmer,nocontext,,1,boat,the farmer,the farmer rows the,rows,the,boat,Does,row,the farmer rows the boat,Does the farmer row the boat?,subject2_nocontext,15,word1_subject2_nocontext
15_word2_neutral_nocontext,word2,sows,neutral,he,nocontext,,1,boat,he,he sows the,sows,the,boat,Does,row,he sows the boat,Does he row the boat?,neutral_nocontext,15,word2_neutral_nocontext
15_word2_neutral_context1,word2,sows,neutral,he,context1,"on the river, ",1,boat,"on the river, he","on the river, he sows the",sows,the,boat,Does,row,"on the river, he sows the boat",Does he row the boat?,neutral_context1,15,word2_neutral_context1
15_word2_neutral_context2,word2,sows,neutral,he,context2,"in the field, ",1,boat,"in the field, he","in the field, he sows the",sows,the,boat,Does,row,"in the field, he sows the boat",Does he row the boat?,neutral_context2,15,word2_neutral_context2
15_word2_subject1_nocontext,word2,sows,subject1,the ferryman,nocontext,,1,boat,the ferryman,the ferryman sows the,sows,the,boat,Does,row,the ferryman sows the boat,Does the ferryman row the boat?,subject1_nocontext,15,word2_subject1_nocontext
15_word2_subject2_nocontext,word2,sows,subject2,the farmer,nocontext,,1,boat,the farmer,the farmer sows the,sows,the,boat,Does,row,the farmer sows the boat,Does the farmer row the boat?,subject2_nocontext,15,word2_subject2_nocontext
15_word2_control_neutral_nocontext,word2_control,plants,neutral,he,nocontext,,1,boat,he,he plants the,plants,the,boat,Does,row,he plants the boat,Does he row the boat?,neutral_nocontext,15,word2_control_neutral_nocontext
15_word2_control_neutral_context1,word2_control,plants,neutral,he,context1,"on the river, ",1,boat,"on the river, he","on the river, he plants the",plants,the,boat,Does,row,"on the river, he plants the boat",Does he row the boat?,neutral_context1,15,word2_control_neutral_context1
15_word2_control_neutral_context2,word2_control,plants,neutral,he,context2,"in the field, ",1,boat,"in the field, he","in the field, he plants the",plants,the,boat,Does,row,"in the field, he plants the boat",Does he row the boat?,neutral_context2,15,word2_control_neutral_context2
15_word2_control_subject1_nocontext,word2_control,plants,subject1,the ferryman,nocontext,,1,boat,the ferryman,the ferryman plants the,plants,the,boat,Does,row,the ferryman plants the boat,Does the ferryman row the boat?,subject1_nocontext,15,word2_control_subject1_nocontext
15_word2_control_subject2_nocontext,word2_control,plants,subject2,the farmer,nocontext,,1,boat,the farmer,the farmer plants the,plants,the,boat,Does,row,the farmer plants the boat,Does the farmer row the boat?,subject2_nocontext,15,word2_control_subject2_nocontext
15_nonword_neutral_nocontext,nonword,aows,neutral,he,nocontext,,1,boat,he,he aows the,aows,the,boat,Does,row,he aows the boat,Does he row the boat?,neutral_nocontext,15,nonword_neutral_nocontext
15_nonword_neutral_context1,nonword,aows,neutral,he,context1,"on the river, ",1,boat,"on the river, he","on the river, he aows the",aows,the,boat,Does,row,"on the river, he aows the boat",Does he row the boat?,neutral_context1,15,nonword_neutral_context1
15_nonword_neutral_context2,nonword,aows,neutral,he,context2,"in the field, ",1,boat,"in the field, he","in the field, he aows the",aows,the,boat,Does,row,"in the field, he aows the boat",Does he row the boat?,neutral_context2,15,nonword_neutral_context2
15_nonword_subject1_nocontext,nonword,aows,subject1,the ferryman,nocontext,,1,boat,the ferryman,the ferryman aows the,aows,the,boat,Does,row,the ferryman aows the boat,Does the ferryman row the boat?,subject1_nocontext,15,nonword_subject1_nocontext
15_nonword_subject2_nocontext,nonword,aows,subject2,the farmer,nocontext,,1,boat,the farmer,the farmer aows the,aows,the,boat,Does,row,the farmer aows the boat,Does the farmer row the boat?,subject2_nocontext,15,nonword_subject2_nocontext
15_random_neutral_nocontext,random,hamnts,neutral,he,nocontext,,1,boat,he,he hamnts the,hamnts,the,boat,Does,row,he hamnts the boat,Does he row the boat?,neutral_nocontext,15,random_neutral_nocontext
15_random_neutral_context1,random,hamnts,neutral,he,context1,"on the river, ",1,boat,"on the river, he","on the river, he hamnts the",hamnts,the,boat,Does,row,"on the river, he hamnts the boat",Does he row the boat?,neutral_context1,15,random_neutral_context1
15_random_neutral_context2,random,hamnts,neutral,he,context2,"in the field, ",1,boat,"in the field, he","in the field, he hamnts the",hamnts,the,boat,Does,row,"in the field, he hamnts the boat",Does he row the boat?,neutral_context2,15,random_neutral_context2
15_random_subject1_nocontext,random,hamnts,subject1,the ferryman,nocontext,,1,boat,the ferryman,the ferryman hamnts the,hamnts,the,boat,Does,row,the ferryman hamnts the boat,Does the ferryman row the boat?,subject1_nocontext,15,random_subject1_nocontext
15_random_subject2_nocontext,random,hamnts,subject2,the farmer,nocontext,,1,boat,the farmer,the farmer hamnts the,hamnts,the,boat,Does,row,the farmer hamnts the boat,Does the farmer row the boat?,subject2_nocontext,15,random_subject2_nocontext
16_word1_neutral_nocontext,word1,seals,neutral,he,nocontext,,1,bottle,he,he seals the,seals,the,bottle,Does,seal,he seals the bottle,Does he seal the bottle?,neutral_nocontext,16,word1_neutral_nocontext
16_word1_neutral_context1,word1,seals,neutral,he,context1,"in the brewery, ",1,bottle,"in the brewery, he","in the brewery, he seals the",seals,the,bottle,Does,seal,"in the brewery, he seals the bottle",Does he seal the bottle?,neutral_context1,16,word1_neutral_context1
16_word1_neutral_context2,word1,seals,neutral,he,context2,"at the market, ",1,bottle,"at the market, he","at the market, he seals the",seals,the,bottle,Does,seal,"at the market, he seals the bottle",Does he seal the bottle?,neutral_context2,16,word1_neutral_context2
16_word1_subject1_nocontext,word1,seals,subject1,the brewer,nocontext,,1,bottle,the brewer,the brewer seals the,seals,the,bottle,Does,seal,the brewer seals the bottle,Does the brewer seal the bottle?,subject1_nocontext,16,word1_subject1_nocontext
16_word1_subject2_nocontext,word1,seals,subject2,the vendor,nocontext,,1,bottle,the vendor,the vendor seals the,seals,the,bottle,Does,seal,the vendor seals the bottle,Does the vendor seal the bottle?,subject2_nocontext,16,word1_subject2_nocontext
16_word2_neutral_nocontext,word2,sells,neutral,he,nocontext,,1,bottle,he,he sells the,sells,the,bottle,Does,seal,he sells the bottle,Does he seal the bottle?,neutral_nocontext,16,word2_neutral_nocontext
16_word2_neutral_context1,word2,sells,neutral,he,context1,"in the brewery, ",1,bottle,"in the brewery, he","in the brewery, he sells the",sells,the,bottle,Does,seal,"in the brewery, he sells the bottle",Does he seal the bottle?,neutral_context1,16,word2_neutral_context1
16_word2_neutral_context2,word2,sells,neutral,he,context2,"at the market, ",1,bottle,"at the market, he","at the market, he sells the",sells,the,bottle,Does,seal,"at the market, he sells the bottle",Does he seal the bottle?,neutral_context2,16,word2_neutral_context2
16_word2_subject1_nocontext,word2,sells,subject1,the brewer,nocontext,,1,bottle,the brewer,the brewer sells the,sells,the,bottle,Does,seal,the brewer sells the bottle,Does the brewer seal the bottle?,subject1_nocontext,16,word2_subject1_nocontext
16_word2_subject2_nocontext,word2,sells,subject2,the vendor,nocontext,,1,bottle,the vendor,the vendor sells the,sells,the,bottle,Does,seal,the vendor sells the bottle,Does the vendor seal the bottle?,subject2_nocontext,16,word2_subject2_nocontext
16_word2_control_neutral_nocontext,word2_control,offers,neutral,he,nocontext,,1,bottle,he,he offers the,offers,the,bottle,Does,seal,he offers the bottle,Does he seal the bottle?,neutral_nocontext,16,word2_control_neutral_nocontext
16_word2_control_neutral_context1,word2_control,offers,neutral,he,context1,"in the brewery, ",1,bottle,"in the brewery, he","in the brewery, he offers the",offers,the,bottle,Does,seal,"in the brewery, he offers the bottle",Does he seal the bottle?,neutral_context1,16,word2_control_neutral_context1
16_word2_control_neutral_context2,word2_control,offers,neutral,he,context2,"at the market, ",1,bottle,"at the market, he","at the market, he offers the",offers,the,bottle,Does,seal,"at the market, he offers the bottle",Does he seal the bottle?,neutral_context2,16,word2_control_neutral_context2
16_word2_control_subject1_nocontext,word2_control,offers,subject1,the brewer,nocontext,,1,bottle,the brewer,the brewer offers the,offers,the,bottle,Does,seal,the brewer offers the bottle,Does the brewer seal the bottle?,subject1_nocontext,16,word2_control_subject1_nocontext
16_word2_control_subject2_nocontext,word2_control,offers,subject2,the vendor,nocontext,,1,bottle,the vendor,the vendor offers the,offers,the,bottle,Does,seal,the vendor offers the bottle,Does the vendor seal the bottle?,subject2_nocontext,16,word2_control_subject2_nocontext
16_nonword_neutral_nocontext,nonword,segls,neutral,he,nocontext,,1,bottle,he,he segls the,segls,the,bottle,Does,seal,he segls the bottle,Does he seal the bottle?,neutral_nocontext,16,nonword_neutral_nocontext
16_nonword_neutral_context1,nonword,segls,neutral,he,context1,"in the brewery, ",1,bottle,"in the brewery, he","in the brewery, he segls the",segls,the,bottle,Does,seal,"in the brewery, he segls the bottle",Does he seal the bottle?,neutral_context1,16,nonword_neutral_context1
16_nonword_neutral_context2,nonword,segls,neutral,he,context2,"at the market, ",1,bottle,"at the market, he","at the market, he segls the",segls,the,bottle,Does,seal,"at the market, he segls the bottle",Does he seal the bottle?,neutral_context2,16,nonword_neutral_context2
16_nonword_subject1_nocontext,nonword,segls,subject1,the brewer,nocontext,,1,bottle,the brewer,the brewer segls the,segls,the,bottle,Does,seal,the brewer segls the bottle,Does the brewer seal the bottle?,subject1_nocontext,16,nonword_subject1_nocontext
16_nonword_subject2_nocontext,nonword,segls,subject2,the vendor,nocontext,,1,bottle,the vendor,the vendor segls the,segls,the,bottle,Does,seal,the vendor segls the bottle,Does the vendor seal the bottle?,subject2_nocontext,16,nonword_subject2_nocontext
16_random_neutral_nocontext,random,nokers,neutral,he,nocontext,,1,bottle,he,he nokers the,nokers,the,bottle,Does,seal,he nokers the bottle,Does he seal the bottle?,neutral_nocontext,16,random_neutral_nocontext
16_random_neutral_context1,random,nokers,neutral,he,context1,"in the brewery, ",1,bottle,"in the brewery, he","in the brewery, he nokers the",nokers,the,bottle,Does,seal,"in the brewery, he nokers the bottle",Does he seal the bottle?,neutral_context1,16,random_neutral_context1
16_random_neutral_context2,random,nokers,neutral,he,context2,"at the market, ",1,bottle,"at the market, he","at the market, he nokers the",nokers,the,bottle,Does,seal,"at the market, he nokers the bottle",Does he seal the bottle?,neutral_context2,16,random_neutral_context2
16_random_subject1_nocontext,random,nokers,subject1,the brewer,nocontext,,1,bottle,the brewer,the brewer nokers the,nokers,the,bottle,Does,seal,the brewer nokers the bottle,Does the brewer seal the bottle?,subject1_nocontext,16,random_subject1_nocontext
